voting_session_id,session_date,legislatura,total_deputies,not_found_orientation,PP_orientation,PL_orientation,PCdoB_orientation,PDT_orientation,PT_orientation,PSD_orientation,REPUBLIC_orientation,PSOL_orientation,UNIÃO_orientation,PSDB_orientation,MDB_orientation,PODE_orientation,yes_deputies,no_deputies,other_deputies,yes_orientation_percentage,no_orientation_percentage,other_orientation_percentage,CIDADANIA_orientation,PSB_orientation,SOLIDARI_orientation,AVANTE_orientation,PRD_orientation,PV_orientation,NOVO_orientation,REDE_orientation,S.PART._orientation
2222712-21,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2311219-23,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2261234-21,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2319772-8,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2278389-53,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2350323-20,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2346799-25,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2423847-18,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2347134-19,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2354559-21,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2278389-57,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2283096-28,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2304737-42,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2346799-26,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2347134-20,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2354559-22,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2350323-21,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2423847-19,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2419219-8,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2194861-41,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2194861-44,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2355680-8,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2223551-52,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2353658-27,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2355051-51,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2355067-47,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2356459-23,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2373881-17,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2361284-23,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2355428-18,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2357040-18,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2223551-60,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2353658-28,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2355051-52,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2355114-24,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2355067-48,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2355428-19,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2357040-19,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2356459-24,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2361284-24,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2373881-18,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2469281-8,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2477240-7,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2477242-7,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2465140-22,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2477245-7,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2477247-7,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2477248-7,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2362296-48,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2362296-51,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2364039-20,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2477251-7,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2092056-67,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2287305-28,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2334099-35,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2395271-20,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2421085-18,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2092056-68,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2382582-21,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2395271-21,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2421085-19,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2477252-7,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2421417-24,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2421298-38,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2421417-25,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2477253-7,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2477254-7,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2477257-7,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2477258-7,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2477259-7,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2265503-18,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2258347-40,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
2265503-19,2024-12-09,57,606,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,606,0.0,0.0,100.0,other,other,other,other,other,other,other,other,other
